can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,price,us_id,us_player_name,us_games,us_time,us_goals,us_xG,us_assists,us_xA,us_shots,us_key_passes,us_yellow_cards,us_red_cards,us_position,us_team_title,us_npg,us_npxG,us_xGChain,us_xGBuildup,us_season,us_player_id,xG_per_90,xA_per_90,form_momentum,minutes_last_five,is_home,opponent_difficulty,opponent_team,set_piece_threat,matchup_advantage,implied_goal_prob,implied_cs_prob,volatility_index,pos_DEF,pos_FWD,pos_GK,pos_MID,position_orig,predicted_xP_per_90,predicted_xP_def,predicted_xP_off,upside_potential,position,avg_mins,base_xP,minutes_risk,risk_multiplier,gw19_strength,technical_score,market_score,tactical_score,gw19_xP,gw5_strength,long_term_xP,final_5gw_xP
True,True,,,207283,0,0,-1,1,0,3,1.7,1.7,0,Mathias,1.7,126,False,,,49,207283.jpg,2.1,False,Jensen,0.1,False,,a,5,94,34.0,11370,40,13427,33,0.3,6.9,Jensen,58.0,2019-07-10,1996-01-01,False,p207283,616.0,2.0,0.0,2.0,9.0,0,0,0,1,0,0.0,0,147,138.2,98.9,57.0,29.3,17,26,15,58,7,0.63,1.13,1.76,9.55,3.0,,,,,,[],246,109,193,128,257,137,264,131,0.09,0.0,0.17,0.26,1.4,1.31,296,184,218,100,291,128,490,169,1.02,0.29,8.47,Brentford,4.9,7166,Mathias Jensen,16.0,611.0,2.0,0.3337320890277624,0,0.1938640270382166,6.0,4.0,1,0,M S,Brentford,2,0.3337320890277624,1.847682947292924,1.3605496026575563,2025.0,7166,0.04875955846184841,0.028324289664674502,0.001,"[29, 80, 63, 76, 0]",0,3,Everton,0.8327922077922079,0.8483659617874376,0.08218333333333333,0.11666666666666665,0.0,0.0,0.0,0.0,1.0,MID,4.967071056365967,,4.967071056365967,4.967071056365967,MID,34.22222222222222,1.8887134387169355,937.0400000000002,0.85,1.0075337006589211,1.6175010743355038,0.2313208333333333,2.529524131367083,1.3840516134411684,5.132075949402571,8.239067692029721,8.239067692029721
True,True,100.0,100.0,508395,0,0,0,0,0,3,2.2,2.2,0,Yehor,2.2,129,False,,2025-10-25T23:00:07.803030Z,50,508395.jpg,2.7,False,Yarmoliuk,0.1,False,,a,5,94,49.0,13638,27,13184,24,0.4,9.8,Yarmoliuk,225.0,2022-10-28,2004-03-01,False,p508395,1305.0,0.0,2.0,3.0,22.0,0,0,0,3,0,0.0,0,213,211.4,152.2,57.0,42.0,37,88,32,157,16,0.48,0.87,1.35,20.71,,,,,,,[],177,70,129,94,258,138,189,96,0.03,0.0,0.06,0.09,1.43,1.52,269,167,175,81,213,92,506,179,1.1,0.21,10.83,Brentford,5.0,11772,Yehor Yarmolyuk,18.0,1332.0,0.0,0.4320808174088597,2,1.0748200379312038,10.0,10.0,3,0,M S,Brentford,0,0.43208081740885973,4.16810395102948,3.0631079114973545,2025.0,11772,0.02979867706267998,0.0741255198573244,0.001,"[75, 10, 90, 88, 0]",0,3,Everton,0.3931034482758621,0.8483659617874376,0.1074,0.11666666666666665,0.0,0.0,0.0,0.0,1.0,MID,3.3791158199310303,,3.3791158199310303,3.3791158199310303,MID,72.5,2.722065521611108,1547.04,0.85,1.0075337006589211,2.3311868361611614,0.2754499999999999,2.089835371850737,1.6661954924507283,5.132075949402571,11.874369946734582,11.874369946734582
True,True,100.0,100.0,502500,0,0,10,-10,3,4,2.0,2.0,0,Igor Thiago,2.0,136,False,,2025-12-18T01:30:08.634916Z,70,502500.jpg,4.9,False,Nascimento Rodrigues,28.1,False,,a,5,94,89.0,5693322,8233,2362011,30917,0.3,12.7,Thiago,30.0,2024-07-01,2001-06-26,False,p502500,1491.0,11.0,1.0,3.0,24.0,0,0,1,3,0,0.0,12,334,495.4,153.3,536.0,118.5,40,34,16,90,17,9.19,0.57,9.76,23.96,,,,,2.0,,[],10,2,126,7,4,3,9,2,0.55,0.0,0.03,0.58,1.45,1.45,39,16,196,19,25,3,10,4,1.03,0.18,5.43,Brentford,7.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,,,0.0,0.0,0.0,"[90, 90, 90, 90, 0]",0,3,Everton,4.235412474849095,0.9276935146443515,0.12619999999999998,0.11666666666666665,0.0,0.0,1.0,0.0,0.0,FWD,4.717886924743652,,4.717886924743652,4.717886924743652,FWD,82.83333333333333,4.342203336291843,1296.0,0.85,1.0075337006589211,3.7186787669634893,0.4316899999999999,6.090799504137799,3.207006284309305,5.132075949402571,18.941839713159126,18.941839713159126
True,True,,,489639,1,-1,0,0,1,1,3.0,3.0,1,Bart,3.0,139,False,,,45,489639.jpg,3.1,False,Verbruggen,5.7,False,,a,6,36,58.0,484806,5325,620925,2509,0.7,12.9,Verbruggen,152.0,2023-07-03,2002-08-18,False,p489639,1710.0,0.0,0.0,4.0,27.0,1,1,0,3,0,56.0,3,311,501.6,10.0,0.0,51.1,13,185,1,0,19,0.00,0.01,0.01,27.84,,,,,,,[],8,2,387,7,640,71,147,3,0.0,2.95,0.0,0.0,1.47,1.42,429,25,98,8,164,16,73,12,1.0,0.21,0.0,Brighton,4.5,11711,Bart Verbruggen,19.0,1710.0,0.0,0.0,0,0.076464258134365,0.0,1.0,3,0,GK,Brighton,0,0,3.852586206048727,3.852586206048727,2025.0,11711,0.0,0.00402443463865079,0.0,"[90, 90, 90, 90, 90]",1,2,Burnley,0.0,1.0184231800195718,0.11549999999999999,0.35,0.0,0.0,0.0,1.0,0.0,GK,3.055781602859497,3.055781602859497,,,GK,90.0,3.055781602859497,0.0,1.0,1.6204995172541437,4.951892612267908,0.7434,2.0368463600391435,3.106335578141783,5.383005704393848,16.449289799574448,16.449289799574448
True,True,100.0,100.0,465730,0,0,-2,2,1,2,2.5,2.5,0,Maxim,2.5,145,False,,2025-09-13T21:30:07.998380Z,43,465730.jpg,2.9,False,De Cuyper,2.4,False,,a,6,36,47.0,229617,1249,602404,2163,0.6,10.9,De Cuyper,21.0,2025-07-05,2000-12-22,False,p465730,865.0,2.0,0.0,3.0,15.0,0,0,0,1,0,0.0,6,176,182.8,280.8,115.0,57.9,23,44,11,34,11,1.29,1.96,3.25,16.15,3.0,,6.0,,,,[],197,81,51,6,152,27,113,32,0.13,0.0,0.2,0.33,1.68,1.56,566,133,127,45,179,72,118,47,1.14,0.31,3.54,Brighton,4.3,13711,Maxim De Cuyper,16.0,881.0,2.0,1.1208669506013391,0,1.988151361234486,8.0,17.0,1,0,D M S,Brighton,2,1.1208669506013393,3.7428858503699294,2.477101031690836,2025.0,13711,0.11662199486025494,0.20685967920358816,0.004,"[71, 0, 63, 45, 57]",1,2,Burnley,2.393063583815029,1.1489654002713703,0.07608333333333334,0.26249999999999996,0.0,1.0,0.0,0.0,0.0,DEF,4.5629353523254395,4.5629353523254395,,,DEF,48.05555555555556,2.4363821480009293,628.9599999999999,0.85,1.6204995172541437,3.355932680479801,0.39602499999999996,4.6909943843577695,2.7349727171114546,5.383005704393848,11.147800150656488,11.147800150656488
True,True,100.0,100.0,83299,0,0,0,0,0,2,0.5,0.5,2,Lewis,0.5,146,False,,2025-12-13T19:30:10.698808Z,45,83299.jpg,2.2,False,Dunk,0.9,False,,a,6,36,39.0,113806,904,164051,345,0.1,8.7,Dunk,241.0,2009-07-01,1991-11-21,False,p83299,1575.0,0.0,1.0,3.0,26.0,0,0,0,7,0,0.0,0,204,316.2,52.1,69.0,43.9,106,76,17,123,17,0.59,0.19,0.78,25.60,,,1.0,,,,[],90,41,280,89,226,62,178,62,0.03,0.0,0.01,0.04,1.46,1.49,392,71,344,129,275,108,190,76,0.97,0.17,7.03,Brighton,4.5,6048,Lewis Dunk,18.0,1570.0,0.0,0.4012243933975696,0,0.04800720885396,10.0,2.0,7,0,D S,Brighton,0,0.40122439339756966,6.345220103859901,6.32961792498827,2025.0,6048,0.022927108194146836,0.002743269077369143,0.001,"[90, 90, 0, 90, 90]",1,2,Burnley,2.2885714285714287,1.1489654002713703,0.09075,0.26249999999999996,0.0,1.0,0.0,0.0,0.0,DEF,2.2361388206481934,2.2361388206481934,,,DEF,87.5,2.1740238534079657,1296.0,0.85,1.6204995172541437,2.9945539142046114,0.42682499999999995,4.586502229114169,2.5426249029251395,5.383005704393848,9.947365383725867,9.947365383725867
True,True,,,231416,0,0,-1,1,0,2,2.3,2.3,4,Ferdi,2.3,148,False,,,44,231416.jpg,2.5,False,Kadıoğlu,0.3,False,,a,6,36,45.0,38927,823,33726,186,0.5,10.2,F.Kadıoğlu,219.0,2024-08-27,1999-10-07,False,p231416,1422.0,0.0,1.0,4.0,22.0,0,0,0,4,0,0.0,1,204,215.8,198.3,103.0,52.0,49,68,30,79,15,0.77,1.54,2.31,23.39,2.0,,,,,,[],172,72,90,23,171,34,141,48,0.05,0.0,0.1,0.15,1.48,1.39,510,107,146,54,237,89,330,122,0.95,0.25,5.0,Brighton,4.4,13066,Ferdi Kadioglu,18.0,1435.0,0.0,0.5963419824838638,0,0.6882445774972439,11.0,8.0,4,0,D M S,Brighton,0,0.5963419824838638,5.378182515501976,4.520195409655571,2025.0,13066,0.037743163448345815,0.04355978338590151,0.002,"[82, 90, 90, 90, 90]",1,2,Burnley,1.5537974683544304,1.1489654002713703,0.09375,0.26249999999999996,0.0,1.0,0.0,0.0,0.0,DEF,2.858677864074707,2.858677864074707,,,DEF,79.0,2.5092839029100205,10.239999999999998,1.0,1.6204995172541437,4.066293353319281,0.433125,3.851728268897171,2.933429830439075,5.383005704393848,13.5074895633083,13.5074895633083
True,True,100.0,100.0,469142,0,0,0,0,1,2,3.5,3.5,0,Jan Paul,3.5,151,False,,2025-12-23T17:00:10.606727Z,45,469142.jpg,3.8,False,van Hecke,4.2,False,,a,6,36,69.0,682955,6285,297896,5497,0.8,15.3,Van Hecke,152.0,2020-09-10,2000-06-08,False,p469142,1620.0,3.0,1.0,3.0,27.0,1,0,0,4,0,0.0,4,256,545.4,91.3,178.0,81.7,119,54,28,147,18,1.79,0.61,2.39,26.46,,,,,,,[],4,2,202,51,88,7,45,4,0.1,0.0,0.03,0.13,1.47,1.5,425,86,66,22,92,37,85,29,1.0,0.17,8.17,Brighton,4.5,10807,Jan Paul van Hecke,18.0,1620.0,3.0,2.259007064625621,1,0.4362594038248062,12.0,4.0,4,0,D,Brighton,3,2.259007064625621,7.452570348978043,7.074938174337149,2025.0,10807,0.12550039247920114,0.024236633545822565,0.006,"[90, 90, 0, 90, 90]",1,2,Burnley,1.9777777777777779,1.1489654002713703,0.10575000000000001,0.26249999999999996,0.0,1.0,0.0,0.0,0.0,DEF,3.8283932209014893,3.8283932209014893,,,DEF,90.0,3.8283932209014893,1296.0,0.85,1.6204995172541437,5.273322961380415,0.458325,4.275708578320518,3.629300696354311,5.383005704393848,17.517023164759134,17.517023164759134
True,True,100.0,100.0,451340,0,0,-4,4,0,3,0.5,0.5,1,Mitoma,0.5,157,False,,2025-12-27T22:00:11.277770Z,61,451340.jpg,2.6,False,Kaoru,1.8,False,,a,6,36,23.0,183866,1031,768654,417,0.1,3.8,Mitoma,108.0,2021-08-09,1997-05-20,False,p451340,592.0,1.0,1.0,1.0,8.0,0,0,0,1,0,0.0,0,78,111.4,173.4,135.0,41.6,7,16,3,26,6,1.03,0.51,1.54,9.18,,,,,,,[],271,121,107,78,124,75,192,98,0.16,0.0,0.08,0.24,1.4,1.22,83,54,357,164,230,103,141,47,0.91,0.15,3.95,Brighton,6.1,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,,,0.0,0.0,0.0,"[0, 26, 26, 0, 32]",1,2,Burnley,2.052364864864865,1.1953184350468473,0.07598333333333333,0.175,0.0,0.0,0.0,0.0,1.0,MID,3.4984872341156006,,3.4984872341156006,3.4984872341156006,MID,32.888888888888886,1.2784595324669354,192.95999999999998,1.0,1.6204995172541437,2.071743055191627,0.26422083333333335,4.4430017349585595,2.0037381245875254,5.383005704393848,6.881954956106205,6.881954956106205
True,True,100.0,100.0,463067,0,0,-4,4,0,3,2.3,2.3,1,Georginio,2.3,158,False,,2025-11-30T22:30:09.146377Z,56,463067.jpg,2.9,False,Rutter,0.4,False,,a,6,36,50.0,89494,537,199172,573,0.4,8.9,Georginio,73.0,2024-08-19,2002-04-20,False,p463067,1190.0,1.0,4.0,5.0,13.0,1,0,0,2,0,0.0,2,172,190.8,231.3,299.0,72.1,27,36,15,78,14,1.76,1.91,3.67,16.27,,,,,,,[],191,77,74,56,40,22,68,46,0.13,0.0,0.14,0.27,1.23,0.98,132,83,158,72,192,81,266,89,1.06,0.38,5.9,Brighton,5.6,6937,Georginio Rutter,17.0,1209.0,1.0,1.937858414836228,2,2.724690441042185,28.0,17.0,2,0,F M S,Brighton,1,1.937858414836228,6.913866579532623,3.139073943719268,2025.0,6937,0.14656072044979876,0.20606902495277027,0.006,"[90, 81, 90, 90, 18]",1,2,Burnley,2.2613445378151265,1.1953184350468473,0.10401666666666666,0.175,0.0,0.0,0.0,0.0,1.0,MID,3.781071662902832,,3.781071662902832,3.781071662902832,MID,66.11111111111111,2.777453875836031,790.5600000000001,0.85,1.6204995172541437,3.825733265239748,0.31327916666666666,4.651981407908821,2.937246664201638,5.383005704393848,12.708392548718734,12.708392548718734
True,True,75.0,,592031,0,0,0,0,0,3,1.9,2.5,4,Yankuba,2.5,160,False,Knock - 75% chance of playing,2025-12-31T00:00:09.377936Z,60,592031.jpg,4.2,False,Minteh,6.3,False,,d,6,36,79.0,1868943,5241,1255409,10554,0.4,13.2,Minteh,78.0,2024-07-01,2004-07-22,False,p592031,1543.0,1.0,8.0,6.0,23.0,0,0,0,0,0,0.0,6,296,290.4,418.2,412.0,112.4,20,64,32,116,18,2.79,2.72,5.51,23.57,1.0,,,,,,[],106,33,15,15,13,5,15,11,0.16,0.0,0.16,0.32,1.37,1.34,89,57,139,65,68,28,70,24,1.05,0.35,6.77,Brighton,6.0,12759,Yankuba Minteh,19.0,1569.0,1.0,2.953877091407776,4,3.774843843653798,29.0,28.0,0,0,M S,Brighton,1,2.953877091407776,10.313592933118343,5.394190872088075,2025.0,12759,0.17229354389287094,0.2201788372837601,0.008,"[71, 90, 70, 45, 57]",1,2,Burnley,3.403110823071938,1.1953184350468473,0.11668333333333332,0.175,0.0,0.0,0.0,0.0,1.0,MID,4.608017444610596,,4.608017444610596,4.608017444610596,MID,85.72222222222223,4.3889943932309565,227.44,1.0,1.6204995172541437,7.1123632954619085,0.33544583333333333,5.793747693165633,4.815564936364081,5.383005704393848,23.625981855314855,23.625981855314855
True,True,100.0,100.0,513433,0,0,-1,1,0,3,1.5,1.5,1,Brajan,1.5,162,False,,2025-10-16T12:30:10.115478Z,54,513433.jpg,1.9,False,Gruda,0.1,False,,a,6,36,29.0,14381,41,15864,33,0.3,5.4,Gruda,80.0,2024-08-14,2004-05-31,False,p513433,544.0,1.0,1.0,1.0,10.0,0,0,0,2,0,0.0,2,85,112.2,166.1,126.0,40.2,3,35,13,51,6,1.81,0.76,2.57,11.34,,,,,,,[],270,120,112,81,134,80,205,104,0.3,0.0,0.13,0.43,1.88,1.65,175,109,243,108,314,138,551,201,0.99,0.17,8.44,Brighton,5.4,11310,Brajan Gruda,15.0,547.0,1.0,1.7097466262057424,1,1.0473009897395968,14.0,12.0,2,0,M S,Brighton,1,1.7097466262057424,4.81523971259594,2.307467496022582,2025.0,11310,0.2828624933060971,0.17326670786133036,0.006,"[18, 63, 85, 45, 32]",1,2,Burnley,2.084558823529412,1.1953184350468473,0.07888333333333332,0.175,0.0,0.0,0.0,0.0,1.0,MID,4.7987542152404785,,4.7987542152404785,4.7987542152404785,MID,30.22222222222222,1.6114335142535927,551.4399999999999,0.85,1.6204995172541437,2.2196281471448307,0.2692958333333333,4.475195693623107,2.0856419622970366,5.383005704393848,7.373202429556737,7.373202429556737
True,True,100.0,100.0,532529,0,0,-4,4,0,3,2.8,2.8,1,Jack,2.8,163,False,,2025-09-13T21:30:08.019508Z,51,532529.jpg,2.6,False,Hinshelwood,0.1,False,,a,6,36,29.0,6833,59,13292,72,0.5,5.7,Hinshelwood,241.0,2022-12-30,2005-04-11,False,p532529,500.0,1.0,2.0,1.0,11.0,0,0,0,0,0,0.0,1,109,93.8,49.9,50.0,19.6,12,22,6,40,5,0.46,0.16,0.62,11.81,,,,,,,[],295,129,287,162,269,146,313,151,0.08,0.0,0.03,0.11,2.13,1.98,236,145,109,50,226,99,556,203,0.9,0.18,7.2,Brighton,5.1,11269,Jack Hinshelwood,11.0,500.0,1.0,0.3116511963307857,1,0.2122016362845897,6.0,3.0,0,0,M S,Brighton,1,0.31165119633078575,2.352515310049057,1.9176045358181,2025.0,11269,0.05609721533954143,0.038196294531226145,0.001,"[30, 81, 70, 74, 18]",1,2,Burnley,0.9,1.1953184350468473,0.08326666666666667,0.175,0.0,0.0,0.0,0.0,1.0,MID,5.219669342041016,,5.219669342041016,5.219669342041016,MID,27.77777777777778,1.6110090561854986,651.04,0.85,1.6204995172541437,2.219043488164556,0.2769666666666667,3.2906368700936945,1.850739118101017,5.383005704393848,7.3712602983851845,7.3712602983851845
True,True,100.0,100.0,509416,0,0,-2,2,0,3,2.2,2.2,4,Yasin,2.2,166,False,,2025-12-04T09:30:08.531025Z,48,509416.jpg,2.9,False,Ayari,0.2,False,,a,6,36,49.0,56460,470,58522,120,0.5,10.2,Ayari,206.0,2023-01-30,2003-10-06,False,p509416,1347.0,1.0,1.0,4.0,17.0,0,0,0,0,0,0.0,2,239,178.0,164.9,166.0,51.0,36,88,33,157,14,2.28,0.64,2.92,20.17,4.0,,5.0,,,,[],202,84,114,83,97,59,148,78,0.15,0.0,0.04,0.19,1.35,1.14,363,225,171,78,186,78,356,118,0.94,0.27,10.49,Brighton,4.8,11385,Yasin Ayari,17.0,1345.0,1.0,1.7268871255218985,0,0.3717978857457638,35.0,9.0,0,0,M S,Brighton,1,1.7268871255218983,5.090731717646122,3.386542869731784,2025.0,11385,0.11538221328654111,0.024841729559850586,0.005,"[0, 26, 90, 90, 90]",1,2,Burnley,1.1091314031180401,1.1953184350468473,0.10880000000000001,0.175,0.0,0.0,0.0,0.0,1.0,MID,3.2684881687164307,,3.2684881687164307,3.2684881687164307,MID,74.83333333333333,2.717687384729032,1490.56,0.85,1.6204995172541437,3.743409430750911,0.32165,3.4997682732117346,2.6681533700178024,5.383005704393848,12.43492769054224,12.43492769054224
True,True,0.0,0.0,535301,0,0,-4,4,0,3,0.0,0.0,0,Carlos,1.2,167,False,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,2025-12-13T14:30:11.072266Z,46,535301.jpg,1.6,False,Baleba,1.4,False,,n,6,36,25.0,147347,54,515572,561,0.3,5.4,Baleba,38.0,2023-08-29,2004-01-03,False,p535301,894.0,0.0,0.0,4.0,13.0,0,0,0,4,0,0.0,0,97,63.2,68.4,16.0,14.7,35,51,18,104,14,0.21,0.22,0.43,12.92,,,,,,,[],333,150,242,149,350,180,343,166,0.02,0.0,0.02,0.04,1.3,1.31,386,240,275,122,351,159,161,55,1.41,0.4,10.47,Brighton,4.6,10527,Carlos Baleba,16.0,940.0,0.0,0.2069640876725316,0,0.0775246880948543,10.0,3.0,4,0,M S,Brighton,0,0.2069640876725316,2.101121123880148,1.928792268037796,2025.0,10527,0.020835310839516605,0.007804498801495399,0.001,"[59, 63, 0, 0, 0]",1,2,Burnley,0.1610738255033557,1.1953184350468473,0.0892,0.175,0.0,0.0,0.0,0.0,1.0,MID,2.5166802406311035,,2.5166802406311035,2.5166802406311035,MID,49.666666666666664,1.3888346513112386,894.6399999999998,0.85,1.6204995172541437,1.9130149996963357,0.28735,2.55171069559705,1.553054638967578,5.383005704393848,6.3546891228980025,6.3546891228980025
True,True,100.0,100.0,514254,0,0,-1,1,1,3,2.5,2.5,2,Diego,2.5,169,False,,2025-12-13T19:30:10.729938Z,49,514254.jpg,2.8,False,Gómez Amarilla,0.2,False,,a,6,36,47.0,61397,607,46708,275,0.5,9.6,Gomez,168.0,2025-01-01,2003-03-27,False,p514254,1113.0,3.0,0.0,3.0,19.0,0,0,0,5,0,0.0,5,197,252.0,206.9,275.0,73.5,23,46,37,106,13,3.71,0.83,4.54,17.73,,,3.0,,,,[],142,49,87,65,47,29,63,43,0.3,0.0,0.07,0.37,1.43,1.54,330,203,133,60,204,86,357,119,1.05,0.24,8.57,Brighton,4.9,13364,Diego Gómez,17.0,1146.0,3.0,3.780003283172846,0,1.2460906356573105,23.0,15.0,5,0,M S,Brighton,3,3.780003283172846,6.551676690578461,2.354509604163468,2025.0,13364,0.30566064284416544,0.10076204601002511,0.011,"[90, 86, 0, 86, 71]",1,2,Burnley,2.2237196765498655,1.1953184350468473,0.10234999999999998,0.175,0.0,0.0,0.0,0.0,1.0,MID,3.800740957260132,,3.800740957260132,3.800740957260132,MID,61.833333333333336,2.611249805821313,1151.04,0.85,1.6204995172541437,3.596799692298902,0.3103625,4.61435654664356,2.8143799054781633,5.383005704393848,11.947916710283438,11.947916710283438
True,True,75.0,100.0,467779,0,0,-1,1,0,3,1.7,2.3,0,Mats,2.3,173,False,Knock - 75% chance of playing,2025-12-31T00:00:09.404007Z,49,467779.jpg,3.6,False,Wieffer,0.3,False,,d,6,36,58.0,79226,101,50892,658,0.5,11.8,Wieffer,152.0,2024-07-06,1999-11-16,False,p467779,1179.0,0.0,4.0,3.0,17.0,0,0,0,4,0,0.0,3,250,303.4,229.5,131.0,66.5,70,67,47,184,13,1.20,1.47,2.67,16.40,,,,,,,[],99,31,76,57,129,78,86,54,0.09,0.0,0.11,0.2,1.25,1.3,325,200,150,67,107,46,298,101,0.99,0.23,14.05,Brighton,4.9,12758,Mats Wieffer,16.0,1183.0,0.0,1.1183841712772846,3,2.700726229697466,11.0,17.0,4,0,D S,Brighton,0,1.1183841712772846,6.311283525079489,5.071593374013901,2025.0,12758,0.08537283750208279,0.2061623076104936,0.003,"[90, 90, 45, 45, 0]",1,2,Burnley,1.0,1.1953184350468473,0.10365,0.175,0.0,0.0,0.0,0.0,1.0,MID,4.427052974700928,,4.427052974700928,4.427052974700928,MID,65.5,3.2219107760323418,1134.0,0.85,1.6204995172541437,4.437939128616883,0.3126375,3.3906368700936946,2.990888188327181,5.383005704393848,14.74202947346559,14.74202947346559
True,True,100.0,100.0,50175,0,0,-2,2,2,4,1.3,1.3,3,Danny,1.3,178,False,,2025-12-19T14:00:08.695558Z,63,50175.jpg,3.5,False,Welbeck,4.7,False,,a,6,36,63.0,1772517,5863,1769818,3926,0.2,10.0,Welbeck,241.0,2020-10-18,1990-11-26,False,p50175,1081.0,8.0,0.0,3.0,18.0,0,0,2,3,0,0.0,8,249,299.8,153.3,312.0,76.1,16,24,10,50,12,7.15,0.63,7.78,16.51,,,2.0,,2.0,,[],101,10,125,6,35,17,54,11,0.6,0.0,0.05,0.65,1.37,1.5,66,22,266,29,117,11,83,14,1.0,0.25,4.16,Brighton,6.3,501,Danny Welbeck,18.0,1090.0,8.0,6.669347804039717,0,0.31755480915308,28.0,10.0,3,0,F S,Brighton,7,4.385841159150004,5.998159185051918,1.7702371729537845,2025.0,501,0.5552648495500226,0.026438420743549677,0.019,"[90, 8, 0, 15, 82]",1,2,Burnley,4.097594819611471,1.0542236797466922,0.10938333333333333,0.175,0.0,0.0,1.0,0.0,0.0,FWD,5.430037975311279,,5.430037975311279,5.430037975311279,FWD,60.05555555555556,3.623377192167588,1501.6,0.85,1.6204995172541437,4.990928842126663,0.4517391666666666,6.2060421791048554,3.8721946068843027,5.383005704393848,16.578961080417386,16.578961080417386
True,True,,,215059,0,0,-1,1,1,1,3.8,4.3,2,Robert,4.3,220,False,,,49,215059.jpg,3.8,False,Lynch Sánchez,14.9,False,,a,7,8,72.0,1146858,3690,2165339,9478,0.9,14.7,Sánchez,200.0,2023-08-05,1997-11-18,False,p215059,1624.0,0.0,1.0,8.0,21.0,0,0,0,2,1,45.0,4,310,413.4,50.0,0.0,46.1,17,153,0,0,19,0.00,0.02,0.02,25.43,,,,,,,[],31,8,286,1,715,80,169,5,0.0,2.49,0.0,0.0,1.41,1.16,301,12,34,2,93,8,22,3,1.05,0.44,0.0,Chelsea,4.9,9098,Robert Sánchez,19.0,1624.0,0.0,0.0,1,0.8848487213253975,0.0,5.0,3,1,GK,Chelsea,0,0,7.273157285526395,6.388308564200997,2025.0,9098,0.0,0.04903718283207252,0.0,"[90, 90, 90, 90, 90]",0,4,Man City,0.0,0.8398455043564178,0.11848333333333333,0.175,0.0,0.0,0.0,1.0,0.0,GK,3.991499662399292,3.991499662399292,,,GK,90.0,3.991499662399292,0.0,0.9,0.663327233610549,2.382903386115087,0.5417533333333333,1.6796910087128356,1.6899158948001105,4.945618990368763,17.7663928773712,17.7663928773712
True,True,75.0,75.0,179268,-1,1,1,-1,0,2,1.7,2.0,0,Marc,2.7,224,False,Hamstring injury - 75% chance of playing,2025-12-28T21:30:08.615371Z,61,179268.jpg,4.0,False,Cucurella Saseta,19.7,False,,d,7,8,72.0,2373971,323,2572488,47169,0.4,11.8,Cucurella,200.0,2022-08-05,1998-07-22,False,p179268,1504.0,0.0,2.0,8.0,17.0,0,0,0,3,0,0.0,5,330,299.4,307.3,113.0,71.9,72,70,35,107,17,0.58,2.04,2.62,22.45,,,,,,,[],103,45,40,3,156,30,69,11,0.03,0.0,0.12,0.15,1.34,1.02,80,3,124,43,82,36,16,5,1.02,0.48,6.4,Chelsea,6.1,7134,Marc Cucurella,18.0,1523.0,0.0,0.5586050692945719,2,2.29766140691936,12.0,21.0,3,0,D S,Chelsea,0,0.5586050692945719,8.167375467717648,7.213925085961819,2025.0,7134,0.03342716505087198,0.13749303631831278,0.002,"[90, 90, 90, 68, 0]",0,4,Man City,1.3523936170212767,0.5842853182766519,0.09828333333333333,0.13124999999999998,0.0,1.0,0.0,0.0,0.0,DEF,4.607321262359619,4.607321262359619,,,DEF,83.55555555555556,4.277414307770906,1215.0400000000002,0.765,0.663327233610549,2.1705539308315904,0.32452,2.52096425357458,1.6868258161307113,4.945618990368763,16.18316299409294,16.18316299409294
